ID Pelapor|Periode Laporan|Periode Data|ID|Pos Laporan Posisi Keuangan|Deskripsi Pos Laporan Posisi Keuangan|Cakupan Data|Deskripsi Cakupan Data|Nominal Rupiah|Nominal Valas|Nominal Valas USD|Nominal Valas Non USD|Nominal Total|Nominal Perusahaan Induk Rupiah|Nominal Perusahaan Induk Valas|Nominal Perusahaan Induk Total|Nominal Perusahaan Anak Selain Asuransi Rupiah|Nominal Perusahaan Anak Selain Asuransi Valas|Nominal Perusahaan Anak Selain Asuransi Total|Nominal Perusahaan Anak Asuransi Rupiah|Nominal Perusahaan Anak Asuransi Valas|Nominal Perusahaan Anak Asuransi Total|Nominal Konsolidasi Rupiah|Nominal Konsolidasi Valas|Nominal Konsolidasi Total
008588000|M|2024-11-30 00:00:00|120.0||b. Pembiayaan yang diterima berdasarkan prinsip syariah|||||||||||||||||||
008588000|M|2024-11-30 00:00:00|121.0|02.11.02.01.00.00|i. Selain - akad mudharabah profit sharing|||||||||||||||||||
008588000|M|2024-11-30 00:00:00|122.0|02.11.02.02.00.00|ii. Akad mudharabah - profit sharing|||||||||||||||||||
008588000|M|2024-11-30 00:00:00|123.0|02.12.00.00.00.00|Setoran Jaminan|KC|Per Kantor Cabang|206000000.00|0.00|||206000000.00||||||||||||
008588000|M|2024-11-30 00:00:00|124.0|02.13.00.00.00.00|Liabilitas Antar Kantor|KC|Per Kantor Cabang|1.00|0.00|||1.00||||||||||||
008588000|M|2024-11-30 00:00:00|125.0|02.13.01.00.00.00|a. Melakukan kegiatan operasional di Indonesia|||||||||||||||||||
008588000|M|2024-11-30 00:00:00|126.0|02.13.02.00.00.00|b. Melakukan kegiatan operasional di luar Indonesia|||||||||||||||||||
008588000|M|2024-11-30 00:00:00|127.0|02.99.00.00.00.00|Liabilitas lainnya|KC|Per Kantor Cabang|3275462847.00|1006627.00|||3276469474.00||||||||||||
008588000|M|2024-11-30 00:00:00|128.0|02.14.00.00.00.00|Kepentingan Minoritas (minority interest)|||||||||||||||||||
008588000|M|2024-11-30 00:00:00|129.0||Modal Disetor|||||||||||||||||||
008588000|M|2024-11-30 00:00:00|130.0|03.01.01.00.00.00|a. Modal dasar|KC|Per Kantor Cabang|0.00|0.00|||0.00||||||||||||
008588000|M|2024-11-30 00:00:00|131.0|03.01.02.00.00.00|b. Modal yang belum disetor -/-|KC|Per Kantor Cabang|0.00|0.00|||0.00||||||||||||
008588000|M|2024-11-30 00:00:00|132.0|03.01.03.00.00.00|c. Saham yang dibeli kembali (treasury stock) -/-|KC|Per Kantor Cabang|0.00|0.00|||0.00||||||||||||
008588000|M|2024-11-30 00:00:00|133.0||Tambahan modal disetor|||||||||||||||||||
008588000|M|2024-11-30 00:00:00|134.0|03.02.01.00.00.00|a. Agio|KC|Per Kantor Cabang|0.00|0.00|||0.00||||||||||||
008588000|M|2024-11-30 00:00:00|135.0|03.02.02.00.00.00|b. Disagio -/-|KC|Per Kantor Cabang|0.00|0.00|||0.00||||||||||||
008588000|M|2024-11-30 00:00:00|136.0|03.02.03.00.00.00|b. Modal Sumbangan|KC|Per Kantor Cabang|0.00|0.00|||0.00||||||||||||
008588000|M|2024-11-30 00:00:00|137.0|03.02.04.00.00.00|c. Waran yang diterbitkan|KC|Per Kantor Cabang|0.00|0.00|||0.00||||||||||||
008588000|M|2024-11-30 00:00:00|138.0|03.02.05.00.00.00|d. Opsi saham|KC|Per Kantor Cabang|0.00|0.00|||0.00||||||||||||
008588000|M|2024-11-30 00:00:00|139.0|03.02.06.00.00.00|e. Dana setoran modal|KC|Per Kantor Cabang|0.00|0.00|||0.00||||||||||||
008588000|M|2024-11-30 00:00:00|140.0||f. Lainnya|||||||||||||||||||
008588000|M|2024-11-30 00:00:00|141.0|03.02.99.01.00.00|i. Keuntungan|KC|Per Kantor Cabang|0.00|0.00|||0.00||||||||||||
008588000|M|2024-11-30 00:00:00|142.0|03.02.99.02.00.00|ii. Kerugian -/-|KC|Per Kantor Cabang|0.00|0.00|||0.00||||||||||||
008588000|M|2024-11-30 00:00:00|143.0||Penghasilan Komprehensif Lain|||||||||||||||||||
008588000|M|2024-11-30 00:00:00|144.0|03.03.01.00.00.00|i. Keuntungan|KC|Per Kantor Cabang|0.00|0.00|||0.00||||||||||||
008588000|M|2024-11-30 00:00:00|145.0|03.03.02.00.00.00|ii. Kerugian -/-|KC|Per Kantor Cabang|0.00|0.00|||0.00||||||||||||
008588000|M|2024-11-30 00:00:00|146.0||Cadangan|||||||||||||||||||
008588000|M|2024-11-30 00:00:00|147.0|03.04.01.00.00.00|a. Umum|KC|Per Kantor Cabang|0.00|0.00|||0.00||||||||||||
008588000|M|2024-11-30 00:00:00|148.0|03.04.02.00.00.00|b. Tujuan|KC|Per Kantor Cabang|0.00|0.00|||0.00||||||||||||
008588000|M|2024-11-30 00:00:00|149.0||Laba/rugi|||||||||||||||||||
008588000|M|2024-11-30 00:00:00|150.0||a. Tahun-tahun lalu|||||||||||||||||||
008588000|M|2024-11-30 00:00:00|151.0|03.05.01.01.00.00|i. Laba|KC|Per Kantor Cabang|0.00|0.00|||0.00||||||||||||
008588000|M|2024-11-30 00:00:00|152.0|03.05.01.02.00.00|ii. Rugi -/-|KC|Per Kantor Cabang|0.00|0.00|||0.00||||||||||||
008588000|M|2024-11-30 00:00:00|153.0||b. Tahun berjalan|||||||||||||||||||
008588000|M|2024-11-30 00:00:00|154.0|03.05.02.01.00.00|i. Laba|KC|Per Kantor Cabang|46468608733.00|784155339.00|||47252764072.00||||||||||||
008588000|M|2024-11-30 00:00:00|155.0|03.05.02.02.00.00|ii. Rugi -/-|KC|Per Kantor Cabang|1058097.00|771493.00|||1829590.00||||||||||||
008588000|M|2024-11-30 00:00:00|156.0|03.05.03.00.00.00|c. Dividen yang dibayarkan -/-|KC|Per Kantor Cabang|0.00|0.00|||0.00||||||||||||
008588000|M|2024-11-30 00:00:00|157.0|03.00.00.00.00.00|TOTAL LIABILITAS DAN EKUITAS|KC|Per Kantor Cabang|1130649161589.00|30928544299.00|||1161577705888.00||||||||||||
008592000|M|2024-11-30 00:00:00|1.0|01.01.00.00.00.00|Kas|KC|Per Kantor Cabang|177169064000.00|347005500.00|||177516069500.00||||||||||||
008592000|M|2024-11-30 00:00:00|2.0|01.02.00.00.00.00|Penempatan pada Bank Indonesia|KC|Per Kantor Cabang|0.00|0.00|||0.00||||||||||||
008592000|M|2024-11-30 00:00:00|3.0|01.03.00.00.00.00|Penempatan pada Bank Lain|KC|Per Kantor Cabang|0.00|0.00|||0.00||||||||||||
008592000|M|2024-11-30 00:00:00|4.0|01.03.01.00.00.00|a. Dalam Negeri|||||||||||||||||||
008592000|M|2024-11-30 00:00:00|5.0|01.03.02.00.00.00|b. Luar Negeri|||||||||||||||||||
008592000|M|2024-11-30 00:00:00|6.0|01.03.02.01.00.00|i. Giro (NOSTRO)|||||||||||||||||||
008592000|M|2024-11-30 00:00:00|7.0|01.03.02.99.00.00|ii. Lainnya|||||||||||||||||||
008592000|M|2024-11-30 00:00:00|8.0|01.04.00.00.00.00|Tagihan Spot dan Derivatif/Forward|||||||||||||||||||
008592000|M|2024-11-30 00:00:00|9.0|01.04.01.00.00.00|a. Tagihan Spot dan Derivatif|KC|Per Kantor Cabang|0.00|0.00|||0.00||||||||||||
008592000|M|2024-11-30 00:00:00|10.0|01.04.02.00.00.00|b. Tagihan Spot dan Forward|||||||||||||||||||
008592000|M|2024-11-30 00:00:00|11.0|01.05.00.00.00.00|Surat Berharga yang dimiliki|KC|Per Kantor Cabang|0.00|0.00|||0.00||||||||||||
008592000|M|2024-11-30 00:00:00|12.0|01.05.01.00.00.00|a. Diterbitkan oleh Bank Indonesia|||||||||||||||||||
008592000|M|2024-11-30 00:00:00|13.0|01.05.01.01.00.00|i. Sertifikat Bank Indonesia (SBI)|||||||||||||||||||
008592000|M|2024-11-30 00:00:00|14.0|01.05.01.99.00.00|ii. Lainnya|||||||||||||||||||
008592000|M|2024-11-30 00:00:00|15.0|01.05.02.00.00.00|b. Diterbitkan oleh Pemerintah|||||||||||||||||||
008592000|M|2024-11-30 00:00:00|16.0|01.05.03.00.00.00|c. Diterbitkan oleh Bank Lain|||||||||||||||||||
008592000|M|2024-11-30 00:00:00|17.0|01.05.99.00.00.00|d. Lainnya|||||||||||||||||||
008592000|M|2024-11-30 00:00:00|18.0|01.06.00.00.00.00|Surat Berharga yang dijual dengan janji dibeli kembali (Repo)|KC|Per Kantor Cabang|0.00|0.00|||0.00||||||||||||
008592000|M|2024-11-30 00:00:00|19.0|01.07.00.00.00.00|Tagihan atas Surat Berharga yang dibeli dengan janji dijual kembali (Reverse Repo)|KC|Per Kantor Cabang|0.00|0.00|||0.00||||||||||||
008592000|M|2024-11-30 00:00:00|20.0|01.08.00.00.00.00|Tagihan Akseptasi|KC|Per Kantor Cabang|0.00|0.00|||0.00||||||||||||
008592000|M|2024-11-30 00:00:00|21.0|01.09.00.00.00.00|Kredit/Piutang/Pembiayaan yang diberikan|||||||||||||||||||
008592000|M|2024-11-30 00:00:00|22.0|01.09.01.00.00.00|a. Kredit|KC|Per Kantor Cabang|4471383609687.00|52154232956.00|||4523537842643.00||||||||||||
008592000|M|2024-11-30 00:00:00|23.0|01.09.01.01.00.00|i. Bank|||||||||||||||||||
008592000|M|2024-11-30 00:00:00|24.0|01.09.01.02.00.00|ii. Non-Bank|||||||||||||||||||
008592000|M|2024-11-30 00:00:00|25.0||b. Pembiayaan Syariah|||||||||||||||||||
008592000|M|2024-11-30 00:00:00|26.0|01.09.02.00.00.00|# berdasarkan penerima pembiayaan|||||||||||||||||||
008592000|M|2024-11-30 00:00:00|27.0|01.09.02.01.00.00|i. Bank|||||||||||||||||||
008592000|M|2024-11-30 00:00:00|28.0|01.09.02.02.00.00|ii. Non-Bank|||||||||||||||||||
008592000|M|2024-11-30 00:00:00|29.0|01.09.03.00.00.00|# berdasarkan Jenis Piutang/Pembiayaan|||||||||||||||||||
008592000|M|2024-11-30 00:00:00|30.0|01.09.03.01.00.00|1) Piutang|||||||||||||||||||
008592000|M|2024-11-30 00:00:00|31.0|01.09.03.01.01.00|a. Piutang Murabahah|||||||||||||||||||
008592000|M|2024-11-30 00:00:00|32.0|01.09.03.01.02.00|b. Pendapatan Margin Murabahah Yang Ditangguhkan -/-|||||||||||||||||||
008592000|M|2024-11-30 00:00:00|33.0|01.09.03.01.03.00|c. Piutang Istishna’|||||||||||||||||||
008592000|M|2024-11-30 00:00:00|34.0|01.09.03.01.04.00|d. Pendapatan Margin Istishna Yang Ditangguhkan -/-|||||||||||||||||||
008592000|M|2024-11-30 00:00:00|35.0|01.09.03.01.05.00|e. Piutang Qardh|||||||||||||||||||
008592000|M|2024-11-30 00:00:00|36.0|01.09.03.01.06.00|f. Piutang Sewa|||||||||||||||||||
008592000|M|2024-11-30 00:00:00|37.0|01.09.03.01.07.00|g. Piutang Multijasa|||||||||||||||||||
008592000|M|2024-11-30 00:00:00|38.0|01.09.03.01.08.00|h. Pendapatan Margin Multijasa Yang Ditangguhkan -/-|||||||||||||||||||
008592000|M|2024-11-30 00:00:00|39.0||2) Pembiayaan Bagi Hasil|||||||||||||||||||
008592000|M|2024-11-30 00:00:00|40.0|01.09.03.02.01.00|a. Mudharabah|||||||||||||||||||
008592000|M|2024-11-30 00:00:00|41.0|01.09.03.02.02.00|b. Musyarakah|||||||||||||||||||
008592000|M|2024-11-30 00:00:00|42.0|01.09.03.02.99.00|c. Lainnya|||||||||||||||||||
008592000|M|2024-11-30 00:00:00|43.0||3) Pembiayaan Sewa|||||||||||||||||||
008592000|M|2024-11-30 00:00:00|44.0|01.09.03.03.01.00|a. Aset Ijarah|||||||||||||||||||
008592000|M|2024-11-30 00:00:00|45.0|01.09.03.03.02.00|b. Akumulasi Penyusutan /Amortisasi -/-|||||||||||||||||||
008592000|M|2024-11-30 00:00:00|46.0|01.09.03.03.03.00|c. Cadangan Kerugian Penurunan Nilai -/-|||||||||||||||||||
008592000|M|2024-11-30 00:00:00|47.0|01.10.00.00.00.00|Penyertaan Modal|KC|Per Kantor Cabang|0.00|0.00|||0.00||||||||||||
008592000|M|2024-11-30 00:00:00|48.0|01.11.00.00.00.00|Aset Keuangan Lainnya|KC|Per Kantor Cabang|14622120257.00|101452973.00|||14723573230.00||||||||||||
008592000|M|2024-11-30 00:00:00|49.0||Cadangan Kerugian Penurunan Nilai Aset Keuangan -/-|||||||||||||||||||
008592000|M|2024-11-30 00:00:00|50.0|01.12.01.00.00.00|a. Surat Berharga yang dimiliki|KC|Per Kantor Cabang|0.00|0.00|||0.00||||||||||||
008592000|M|2024-11-30 00:00:00|51.0|01.12.02.00.00.00|b. Kredit/Piutang/Pembiayaan yang diberikan|||||||||||||||||||
008592000|M|2024-11-30 00:00:00|52.0|01.12.02.01.00.00|i. Kredit|KC|Per Kantor Cabang|273327915476.00|88271756.00|||273416187232.00||||||||||||
008592000|M|2024-11-30 00:00:00|53.0||ii. Piutang/Pembiayaan yang diberikan|||||||||||||||||||
008592000|M|2024-11-30 00:00:00|54.0|01.12.02.02.01.00|1) Piutang Murabahah|||||||||||||||||||
008592000|M|2024-11-30 00:00:00|55.0|01.12.02.02.02.00|2) Piutang Istishna’|||||||||||||||||||
008592000|M|2024-11-30 00:00:00|56.0|01.12.02.02.03.00|3) Piutang Qardh|||||||||||||||||||
008592000|M|2024-11-30 00:00:00|57.0|01.12.02.02.04.00|4) Piutang Sewa|||||||||||||||||||
008592000|M|2024-11-30 00:00:00|58.0|01.12.02.02.05.00|5) Piutang Multijasa|||||||||||||||||||
008592000|M|2024-11-30 00:00:00|59.0|01.12.02.02.06.00|6) Pembiayaan Mudharabah|||||||||||||||||||
008592000|M|2024-11-30 00:00:00|60.0|01.12.02.02.07.00|7) Pembiayaan Musyarakah|||||||||||||||||||
008592000|M|2024-11-30 00:00:00|61.0|01.12.02.02.99.00|8) Pembiayaan Bagi Hasil Lainnya|||||||||||||||||||
008592000|M|2024-11-30 00:00:00|62.0|01.12.03.00.00.00|c. Aset Keuangan lainnya|KC|Per Kantor Cabang|0.00|0.00|||0.00||||||||||||
008592000|M|2024-11-30 00:00:00|63.0|01.13.01.00.00.00|Aset Tidak Berwujud|KC|Per Kantor Cabang|0.00|0.00|||0.00||||||||||||
008592000|M|2024-11-30 00:00:00|64.0|01.13.02.00.00.00|Akumulasi Amortisasi -/-|KC|Per Kantor Cabang|0.00|0.00|||0.00||||||||||||
008592000|M|2024-11-30 00:00:00|65.0|01.14.01.00.00.00|Aset Tetap dan Inventaris|KC|Per Kantor Cabang|13700304133.00|0.00|||13700304133.00||||||||||||
008592000|M|2024-11-30 00:00:00|66.0|01.14.02.00.00.00|Akumulasi Penyusutan Aset Tetap dan Inventaris -/-|KC|Per Kantor Cabang|9095628188.00|0.00|||9095628188.00||||||||||||
008592000|M|2024-11-30 00:00:00|67.0|01.15.00.00.00.00|Properti Terbengkalai|KC|Per Kantor Cabang|0.00|0.00|||0.00||||||||||||
008592000|M|2024-11-30 00:00:00|68.0|01.16.00.00.00.00|Agunan yang diambil alih|KC|Per Kantor Cabang|0.00|0.00|||0.00||||||||||||
008592000|M|2024-11-30 00:00:00|69.0|01.17.00.00.00.00|Rekening Tunda|KC|Per Kantor Cabang|1058460160.00|0.00|||1058460160.00||||||||||||
008592000|M|2024-11-30 00:00:00|70.0|01.18.00.00.00.00|Aset Antar Kantor|KC|Per Kantor Cabang|0.00|115824495.00|||115824495.00||||||||||||
008592000|M|2024-11-30 00:00:00|71.0|01.18.01.00.00.00|a. Melakukan kegiatan operasional di Indonesia|||||||||||||||||||
008592000|M|2024-11-30 00:00:00|72.0|01.18.02.00.00.00|b. Melakukan kegiatan operasional di luar Indonesia|||||||||||||||||||
008592000|M|2024-11-30 00:00:00|73.0|01.19.00.00.00.00|Salam|||||||||||||||||||
008592000|M|2024-11-30 00:00:00|74.0|01.20.01.00.00.00|Aset Istishna' dalam Penyelesaian|||||||||||||||||||
008592000|M|2024-11-30 00:00:00|75.0|01.20.02.00.00.00|Termin Istishna' -/-|||||||||||||||||||
008592000|M|2024-11-30 00:00:00|76.0|01.21.00.00.00.00|Persediaan|||||||||||||||||||
008592000|M|2024-11-30 00:00:00|77.0|01.99.00.00.00.00|Aset Lainnya|KC|Per Kantor Cabang|5788151518.00|0.00|||5788151518.00||||||||||||
008592000|M|2024-11-30 00:00:00|78.0|01.00.00.00.00.00|TOTAL ASET|KC|Per Kantor Cabang|4401298166091.00|52630244168.00|||4453928410259.00||||||||||||
008592000|M|2024-11-30 00:00:00|79.0|||||||||||||||||||||
008592000|M|2024-11-30 00:00:00|80.0|02.01.00.00.00.00|Giro|||||||||||||||||||
008592000|M|2024-11-30 00:00:00|81.0|02.01.01.00.00.00|a. Giro Berdasarkan Prinsip Konvensional|KC|Per Kantor Cabang|1447036320096.00|23769464780.00|||1470805784876.00||||||||||||
008592000|M|2024-11-30 00:00:00|82.0||b. Giro Berdasarkan Prinsip Syariah|||||||||||||||||||
008592000|M|2024-11-30 00:00:00|83.0|02.01.02.01.00.00|i. Akad Wadiah|||||||||||||||||||
008592000|M|2024-11-30 00:00:00|84.0|02.01.02.02.00.00|ii. Akad mudharabah - non profit sharing|||||||||||||||||||
008592000|M|2024-11-30 00:00:00|85.0|02.01.02.03.00.00|iii. Akad mudharabah - profit sharing|||||||||||||||||||
008592000|M|2024-11-30 00:00:00|86.0|02.02.00.00.00.00|Tabungan|||||||||||||||||||
008592000|M|2024-11-30 00:00:00|87.0|02.02.01.00.00.00|a. Tabungan Berdasarkan Prinsip Konvensional|KC|Per Kantor Cabang|1391152827810.00|6371633944.00|||1397524461754.00||||||||||||
008592000|M|2024-11-30 00:00:00|88.0||b. Tabungan Berdasarkan Prinsip Syariah|||||||||||||||||||
008592000|M|2024-11-30 00:00:00|89.0|02.02.02.01.00.00|i. Akad Wadiah|||||||||||||||||||
008592000|M|2024-11-30 00:00:00|90.0|02.02.02.02.00.00|ii. Akad mudharabah - non profit sharing|||||||||||||||||||
008592000|M|2024-11-30 00:00:00|91.0|02.02.02.03.00.00|iii. Akad mudharabah - profit sharing|||||||||||||||||||
008592000|M|2024-11-30 00:00:00|92.0|02.03.00.00.00.00|Deposito|||||||||||||||||||
008592000|M|2024-11-30 00:00:00|93.0|02.03.01.00.00.00|a. Deposito Berdasarkan Prinsip Konvensional|KC|Per Kantor Cabang|193212214408.00|2874703368.00|||196086917776.00||||||||||||
008592000|M|2024-11-30 00:00:00|94.0||b. Deposito Berdasarkan Prinsip Syariah|||||||||||||||||||
008592000|M|2024-11-30 00:00:00|95.0|02.03.02.01.00.00|i. Akad mudharabah - non profit sharing|||||||||||||||||||
008592000|M|2024-11-30 00:00:00|96.0|02.03.02.02.00.00|ii. Akad mudharabah - profit sharing|||||||||||||||||||
008592000|M|2024-11-30 00:00:00|97.0|02.04.00.00.00.00|Uang Elektronik|KC|Per Kantor Cabang|0.00|0.00|||0.00||||||||||||
008592000|M|2024-11-30 00:00:00|98.0|02.05.00.00.00.00|Liabilitas Kepada Bank Indonesia|KC|Per Kantor Cabang|0.00|0.00|||0.00||||||||||||
008592000|M|2024-11-30 00:00:00|99.0|02.06.00.00.00.00|Liabilitas Kepada Bank lain|KC|Per Kantor Cabang|1562725954.00|0.00|||1562725954.00||||||||||||
008592000|M|2024-11-30 00:00:00|100.0||#Berdasarkan Pihak Lawan Transaksi|||||||||||||||||||
008592000|M|2024-11-30 00:00:00|101.0|02.06.01.01.00.00|a. Dalam Negeri|||||||||||||||||||
008592000|M|2024-11-30 00:00:00|102.0|02.06.01.02.00.00|b. Luar Negeri|||||||||||||||||||
008592000|M|2024-11-30 00:00:00|103.0|02.06.01.02.01.00|i. Giro (VOSTRO)|||||||||||||||||||
008592000|M|2024-11-30 00:00:00|104.0|02.06.01.02.02.00|ii. Lainnya|||||||||||||||||||
008592000|M|2024-11-30 00:00:00|105.0||#Khusus Bank Syariah|||||||||||||||||||
008592000|M|2024-11-30 00:00:00|106.0|02.06.02.01.00.00|a. Selain - akad mudharabah profit sharing|||||||||||||||||||
008592000|M|2024-11-30 00:00:00|107.0|02.06.02.02.00.00|b. Akad mudharabah profit sharing|||||||||||||||||||
008592000|M|2024-11-30 00:00:00|108.0|02.07.00.00.00.00|Liabilitas Spot dan Derivatif/Forward|||||||||||||||||||
008592000|M|2024-11-30 00:00:00|109.0|02.07.01.00.00.00|a. Liabilitas Spot dan Derivatif|KC|Per Kantor Cabang|0.00|0.00|||0.00||||||||||||
008592000|M|2024-11-30 00:00:00|110.0|02.07.02.00.00.00|b. Liabilitas Spot dan Forward|||||||||||||||||||
008592000|M|2024-11-30 00:00:00|111.0|02.08.00.00.00.00|Liabilitas atas Surat Berharga yang dijual dengan janji dibeli kembali (repo)|KC|Per Kantor Cabang|0.00|0.00|||0.00||||||||||||
008592000|M|2024-11-30 00:00:00|112.0|02.09.00.00.00.00|Liabilitas Akseptasi|KC|Per Kantor Cabang|0.00|0.00|||0.00||||||||||||
008592000|M|2024-11-30 00:00:00|113.0|02.10.00.00.00.00|Surat Berharga yang diterbitkan|||||||||||||||||||
008592000|M|2024-11-30 00:00:00|114.0|02.10.01.00.00.00|a. Surat Berharga yang diterbitkan|KC|Per Kantor Cabang|0.00|0.00|||0.00||||||||||||
008592000|M|2024-11-30 00:00:00|115.0||b. Surat Berharga yang diterbitkan berdasarkan prinsip syariah|||||||||||||||||||
008592000|M|2024-11-30 00:00:00|116.0|02.10.02.01.00.00|i. Selain - akad mudharabah profit sharing|||||||||||||||||||
008592000|M|2024-11-30 00:00:00|117.0|02.10.02.02.00.00|ii. Akad mudharabah - profit sharing|||||||||||||||||||
008592000|M|2024-11-30 00:00:00|118.0|02.11.00.00.00.00|Pinjaman/Pembiayaan yang diterima|||||||||||||||||||
008592000|M|2024-11-30 00:00:00|119.0|02.11.01.00.00.00|a. Pinjaman yang diterima|KC|Per Kantor Cabang|0.00|0.00|||0.00||||||||||||
008592000|M|2024-11-30 00:00:00|120.0||b. Pembiayaan yang diterima berdasarkan prinsip syariah|||||||||||||||||||
008592000|M|2024-11-30 00:00:00|121.0|02.11.02.01.00.00|i. Selain - akad mudharabah profit sharing|||||||||||||||||||
008592000|M|2024-11-30 00:00:00|122.0|02.11.02.02.00.00|ii. Akad mudharabah - profit sharing|||||||||||||||||||
008592000|M|2024-11-30 00:00:00|123.0|02.12.00.00.00.00|Setoran Jaminan|KC|Per Kantor Cabang|0.00|0.00|||0.00||||||||||||
008592000|M|2024-11-30 00:00:00|124.0|02.13.00.00.00.00|Liabilitas Antar Kantor|KC|Per Kantor Cabang|1479366226242.00|19180131023.00|||1498546357265.00||||||||||||
008592000|M|2024-11-30 00:00:00|125.0|02.13.01.00.00.00|a. Melakukan kegiatan operasional di Indonesia|||||||||||||||||||
008592000|M|2024-11-30 00:00:00|126.0|02.13.02.00.00.00|b. Melakukan kegiatan operasional di luar Indonesia|||||||||||||||||||
008592000|M|2024-11-30 00:00:00|127.0|02.99.00.00.00.00|Liabilitas lainnya|KC|Per Kantor Cabang|3968147088.00|1040514.00|||3969187602.00||||||||||||
008592000|M|2024-11-30 00:00:00|128.0|02.14.00.00.00.00|Kepentingan Minoritas (minority interest)|||||||||||||||||||
008592000|M|2024-11-30 00:00:00|129.0||Modal Disetor|||||||||||||||||||
008592000|M|2024-11-30 00:00:00|130.0|03.01.01.00.00.00|a. Modal dasar|KC|Per Kantor Cabang|0.00|0.00|||0.00||||||||||||
008592000|M|2024-11-30 00:00:00|131.0|03.01.02.00.00.00|b. Modal yang belum disetor -/-|KC|Per Kantor Cabang|0.00|0.00|||0.00||||||||||||
008592000|M|2024-11-30 00:00:00|132.0|03.01.03.00.00.00|c. Saham yang dibeli kembali (treasury stock) -/-|KC|Per Kantor Cabang|0.00|0.00|||0.00||||||||||||
008592000|M|2024-11-30 00:00:00|133.0||Tambahan modal disetor|||||||||||||||||||
008592000|M|2024-11-30 00:00:00|134.0|03.02.01.00.00.00|a. Agio|KC|Per Kantor Cabang|0.00|0.00|||0.00||||||||||||
008592000|M|2024-11-30 00:00:00|135.0|03.02.02.00.00.00|b. Disagio -/-|KC|Per Kantor Cabang|0.00|0.00|||0.00||||||||||||
008592000|M|2024-11-30 00:00:00|136.0|03.02.03.00.00.00|b. Modal Sumbangan|KC|Per Kantor Cabang|0.00|0.00|||0.00||||||||||||
008592000|M|2024-11-30 00:00:00|137.0|03.02.04.00.00.00|c. Waran yang diterbitkan|KC|Per Kantor Cabang|0.00|0.00|||0.00||||||||||||
008592000|M|2024-11-30 00:00:00|138.0|03.02.05.00.00.00|d. Opsi saham|KC|Per Kantor Cabang|0.00|0.00|||0.00||||||||||||
008592000|M|2024-11-30 00:00:00|139.0|03.02.06.00.00.00|e. Dana setoran modal|KC|Per Kantor Cabang|0.00|0.00|||0.00||||||||||||
008592000|M|2024-11-30 00:00:00|140.0||f. Lainnya|||||||||||||||||||
008592000|M|2024-11-30 00:00:00|141.0|03.02.99.01.00.00|i. Keuntungan|KC|Per Kantor Cabang|0.00|0.00|||0.00||||||||||||
008592000|M|2024-11-30 00:00:00|142.0|03.02.99.02.00.00|ii. Kerugian -/-|KC|Per Kantor Cabang|0.00|0.00|||0.00||||||||||||
008592000|M|2024-11-30 00:00:00|143.0||Penghasilan Komprehensif Lain|||||||||||||||||||
008592000|M|2024-11-30 00:00:00|144.0|03.03.01.00.00.00|i. Keuntungan|KC|Per Kantor Cabang|0.00|0.00|||0.00||||||||||||
008592000|M|2024-11-30 00:00:00|145.0|03.03.02.00.00.00|ii. Kerugian -/-|KC|Per Kantor Cabang|0.00|0.00|||0.00||||||||||||
008592000|M|2024-11-30 00:00:00|146.0||Cadangan|||||||||||||||||||
008592000|M|2024-11-30 00:00:00|147.0|03.04.01.00.00.00|a. Umum|KC|Per Kantor Cabang|0.00|0.00|||0.00||||||||||||
008592000|M|2024-11-30 00:00:00|148.0|03.04.02.00.00.00|b. Tujuan|KC|Per Kantor Cabang|0.00|0.00|||0.00||||||||||||
008592000|M|2024-11-30 00:00:00|149.0||Laba/rugi|||||||||||||||||||
008592000|M|2024-11-30 00:00:00|150.0||a. Tahun-tahun lalu|||||||||||||||||||
008592000|M|2024-11-30 00:00:00|151.0|03.05.01.01.00.00|i. Laba|KC|Per Kantor Cabang|0.00|0.00|||0.00||||||||||||
008592000|M|2024-11-30 00:00:00|152.0|03.05.01.02.00.00|ii. Rugi -/-|KC|Per Kantor Cabang|0.00|0.00|||0.00||||||||||||
008592000|M|2024-11-30 00:00:00|153.0||b. Tahun berjalan|||||||||||||||||||
008592000|M|2024-11-30 00:00:00|154.0|03.05.02.01.00.00|i. Laba|KC|Per Kantor Cabang|0.00|88627055708.00|||88627055708.00||||||||||||
008592000|M|2024-11-30 00:00:00|155.0|03.05.02.02.00.00|ii. Rugi -/-|KC|Per Kantor Cabang|203194062137.00|18539.00|||203194080676.00||||||||||||
008592000|M|2024-11-30 00:00:00|156.0|03.05.03.00.00.00|c. Dividen yang dibayarkan -/-|KC|Per Kantor Cabang|0.00|0.00|||0.00||||||||||||
008592000|M|2024-11-30 00:00:00|157.0|03.00.00.00.00.00|TOTAL LIABILITAS DAN EKUITAS|KC|Per Kantor Cabang|4313104399461.00|140824010798.00|||4453928410259.00||||||||||||
008594000|M|2024-11-30 00:00:00|1.0|01.01.00.00.00.00|Kas|KC|Per Kantor Cabang|27456860300.00|3169000.00|||27460029300.00||||||||||||
